#code|abbreviation|type|name|unit|scale|reference|width|crex_unit|crex_scale|crex_width
013209|rainPossibility|long|RAIN POSSIBILITY|Numeric|0|-256|9|NA|0|0
013210|1dVarCloudLiquidWaterPathRetrievedError|double|1D VAR CLOUD LIQUID WATER PATH RETRIEVED ERROR(S)|kg m-2|4|0|14|NA|0|0
013211|totalPrecipitableWaterIndependentEstimateOfError|double|TOTAL PRECIPITABLE WATER INDIPENDENT ESTIMATE OF ERROR(S)|kg m-2|2|0|11|NA|0|0
013212|cloudLiquidWaterPathIndependentEstimateOfError|double|CLOUD LIQUID WATER PATH INDIPENDENT ESTIMATE OF ERROR(S)|kg m-2|4|0|14|NA|0|0
013221|volumetricSoilWaterLayer1Swvl1Grib|double|VOLUMETRIC SOIL WATER LAYER 1 ( SWVL1 GRIB)|m3 m-3|5|0|17|NA|0|0
013222|volumetricSoilWaterLayer2Swvl2Grib|double|VOLUMETRIC SOIL WATER LAYER 2 ( SWVL2 GRIB)|m3 m-3|5|0|17|NA|0|0
013223|volumetricSoilWaterLayer3Swvl3Grib|double|VOLUMETRIC SOIL WATER LAYER 3 ( SWVL3 GRIB)|m3 m-3|5|0|17|NA|0|0
013224|volumetricSoilWaterLayer4Swvl4Grib|double|VOLUMETRIC SOIL WATER LAYER 4 ( SWVL4 GRIB)|m3 m-3|5|0|17|NA|0|0
013230|convectivePrecipitation|double|CONVECTIVE PRECIPITATION|kg m-2|1|-1|14|NA|0|0
013231|largeScalePrecipitation|double|LARGE SCALE PRECIPITATION|kg m-2|1|-1|14|NA|0|0
013233|fractionOfTotalPrecipitationInSolidFormSnow|double|FRACTION OF TOTAL PRECIPITATION IN SOLID FORM (SNOW)|m|4|0|18|NA|0|0
013234|snowDepthWaterEquivalentSdGrib|double|SNOW DEPTH (WATER EQUIVALENT SD GRIB)|m|4|0|14|NA|0|0
013240|airDensity|double|AIR DENSITY|kg m-3|3|0|10|NA|0|0
013241|cape|double|CONVECTIVE AVAILABLE POTENTIAL ENERGY|J/kg|1|0|17|NA|0|0
013242|mucape|long|MOST UNSTABLE CAPE|J/kg|0|0|14|NA|0|0
014200|surfaceSolarRadiationDownwardsSsrdGrib|long|SURFACE SOLAR RADIATION DOWNWARDS (SSRD GRIB)|W m-2 s|-2|0|24|NA|0|0
015202|integratedElectronDensity|double|INTEGRATED ELECTRON DENSITY|m-2|3|13000|12|NA|0|0
015231|atmosphericPathDelayInSatelliteSignal|double|ATMOSPHERIC PATH DELAY IN SATELLITE SIGNAL|m|4|0|15|NA|0|0
020192|specialPhenomena|table|SPECIAL PHENOMENA|CODE TABLE|0|0|14|NA|0|0
020193|cloudAmountInSegment|long|CLOUD AMOUNT IN SEGMENT|%|0|0|7|%|0|3
020194|amountOfSegmentCloudFree|long|AMOUNT OF SEGMENT CLOUD FREE|%|0|0|7|%|0|3
020215|pressureAtTheBaseOfCloud|long|PRESSURE AT THE BASE OF CLOUD|Pa|-1|0|14|Pa|-1|5
020249|seaIceFraction|long|SEA-ICE FRACTION|Numeric|2|0|7|Numeric|2|3
020250|calculatedSurfaceType|table|CALCULATED SURFACE TYPE|CODE TABLE|0|0|5|NA|0|0
020251|iceAge|table|ICE AGE|CODE TABLE|0|0|3|NA|0|0
020252|iceEdge|table|ICE EDGE|CODE TABLE|0|0|3|NA|0|0
020253|surfaceType|table|SURFACE TYPE|CODE TABLE|0|0|3|NA|0|0
020254|iceConcentration|long|ICE CONCENTRATION|%|0|0|7|NA|0|0
021192|radarBackScatter|double|RADAR BACK SCATTER|dB|2|-5000|13|NA|0|0
021193|noiseFigure|long|NOISE FIGURE|%|0|0|7|NA|0|0
021194|backgroundNoiseLevel|long|BACKGROUND NOISE LEVEL|Numeric|0|0|8|NA|0|0
021195|missingPacketCounter|long|MISSING PACKET COUNTER|Numeric|0|-127|8|NA|0|0
021196|uwaProductConfidence|flag|UWA PRODUCT CONFIDENCE|FLAG TABLE|0|0|12|NA|0|0
021197|uwiProductConfidence|flag|UWI PRODUCT CONFIDENCE|FLAG TABLE|0|0|12|NA|0|0
021198|uraProductConfidence|flag|URA PRODUCT CONFIDENCE|FLAG TABLE|0|0|8|NA|0|0
021199|uatProductConfidence|flag|UAT PRODUCT CONFIDENCE|FLAG TABLE|0|0|7|NA|0|0
021200|mwiProductConfidence|flag|MWI PRODUCT CONFIDENCE|FLAG TABLE|0|0|15|NA|0|0
021201|peakiness|long|PEAKINESS|Numeric|0|0|16|NA|0|0
021202|altimeterCalibrationStatus|flag|ALTIMETER CALIBRATION STATUS|FLAG TABLE|0|0|4|NA|0|0
021203|altimeterInstrumentMode|flag|ALTIMETER INSTRUMENT MODE|FLAG TABLE|0|0|9|NA|0|0
021204|multiOrSingleViewDifference|double|MULTI/SINGLE VIEW DIFFERENCE|K|2|-512|10|NA|0|0
021205|spectralIntensity|long|SPECTRAL INTENSITY|Numeric|0|0|8|NA|0|0
021206|representationOfIntensity|table|REPRESENTATION OF INTENSITY|CODE TABLE|0|0|3|NA|0|0
021207|altitudeCorrectionIonosphere|double|ALTITUDE CORRECTION (IONOSPHERE)|m|3|0|14|NA|0|0
021208|altitudeCorrectionDryTroposphere|double|ALTITUDE CORRECTION (DRY TROPOSPHERE)|m|3|0|9|NA|0|0
021209|altitudeCorrectionWetTroposphere|double|LTITUDE CORRECTION (WET TROPOSPHERE)|m|3|2000|10|NA|0|0
021210|altitudeCorrectionCalibrationConstant|double|ALTITUDE CORRECTION (CALIBRATION CONSTANT)|m|3|0|11|NA|0|0
021211|openLoopCorrectionHtl|double|OPEN LOOP CORRECTION (HTL)|m|3|0|10|NA|0|0
021212|openLoopCorrectionAgc|double|OPEN LOOP CORRECTION (AGC)|dB|3|-3000|14|NA|0|0
021213|ambiguityRemovalConfidence|long|AMBIGUITY REMOVAL CONFIDENCE|%|0|0|7|NA|0|0
021214|uatQualitySummary|table|UAT QUALITY SUMMARY|CODE TABLE|0|0|3|NA|0|0
021215|uatAcrossTrackBandNo|long|UAT ACROSS-TRACK BAND NO.|Numeric|0|0|4|NA|0|0
021222|dopplerSpectrum0ThMomentAmplitude|long|DOPPLER SPECTRUM 0 TH MOMENT (AMPLITUDE)|dB|0|0|7|NA|0|0
021225|prescatProductConfidence|flag|PRESCAT PRODUCT CONFIDENCE|FLAG TABLE|0|0|6|NA|0|0
021226|backscatterDistance|long|BACKSCATER DISTANCE|Numeric|1|-4096|13|NA|0|0
021227|glareAngle|table|GLARE ANGLE|CODE TABLE|0|6|6|NA|0|0
021230|numberOfVectorAmbiguities|long|NUMBER OF VECTOR AMBIGUITIES|Numeric|0|0|3|NA|0|0
021231|indexOfSelectedWindVector|long|INDEX OF SELECTED WIND VECTOR|Numeric|0|0|3|NA|0|0
021232|totalNumberOfSigma0Measurements|long|TOTAL NMBER OF SIGMA-0 MEASUREMENTS|Numeric|0|0|5|NA|0|0
021233|numberOfSigma0UsableForWind|long|NUMBER OF SIGMA-0 USABLE FOR WIND|Numeric|0|0|5|NA|0|0
021234|likelihoodComputedForSolution|long|LIKELIHOOD COMPUTED FOR SOLUTION|Numeric|1|-10000|14|NA|0|0
021235|windVectorCellQualityFlag|flag|WIND VECTOR CELL QUALITY FLAG|FLAG TABLE|0|0|3|NA|0|0
021236|numberOfForeBeamSigma0|long|NUMBER OF FORE-BEAM SIGMA-0|Numeric|1|0|6|NA|0|0
021237|numberOfMidBeamVPolSigma0|long|NUMBER OF MID-BEAM V-POL SIGMA-0|Numeric|1|0|6|NA|0|0
021238|numberOfMidBeamHPolSigma0|long|NUMBER OF MID-BEAM H-POL SIGMA-0|Numeric|1|0|6|NA|0|0
021239|numberOfAftBeamSigma0|long|NUMBER OF AFT-BEAM SIGMA-0|Numeric|1|0|6|NA|0|0
021240|normalizedRadarCrossSection|long|NORMALIZED RADAR CROSS SECTION|Numeric|2|-10000|14|NA|0|0
021241|kpVarianceCoefficientAlpha|long|Kp VARIANCE COEFFICIENT (ALPHA)|Numeric|5|0|14|NA|0|0
021242|kpVarianceCoefficientBeta|long|Kp VARIANCE COEFFICIENT (BETHA)|Numeric|6|0|16|NA|0|0
021243|kpVarianceCoefficientGamma|long|Kp VARIANCE COEFFICIENT (GAMMA)|Numeric|6|0|16|NA|0|0
021244|sigma0QualityFlag|flag|SIGMA-0 QUALITY FLAG|FLAG TABLE|0|0|15|NA|0|0
022192|spectralPeriod|double|SPECTRAL PERIOD|s|2|0|13|NA|0|0
022193|meanWavenumber|double|MEAN WAVENUMBER|/m|5|0|15|NA|0|0
022194|peakWavenumber|double|PEAK WAVENUMBER|/m|5|0|15|NA|0|0
022195|meanWavePropagationDirection|double|MEAN WAVE PROPAGATION DIRECTION|deg|1|0|13|NA|0|0
022196|peakWavePropagationDirection|double|PEAK WAVE PROPAGATION DIRECTION|deg|1|0|13|NA|0|0
022197|directionSpread|double|DIRECTION SPREAD|deg|1|0|13|NA|0|0
022198|varianceSpectralDensity|double|VARIANCE SPECTRAL DENSITY|m2 rad-1 s|4|0|18|NA|0|0
022199|correlationCoeffOfSimulatedFgAndObservedSarSpectrum|long|CORRELATION COEFF OF SIMULATED FG AND OBSERVED SAR SPECTRUM|Numeric|4|-10000|15|NA|0|0
022200|correlationCoeffOfSimulatedBfAndObservedSarSpectrum|long|CORRELATION COEFF OF SIMULATED BF AND OBSERVED SAR SPECTRUM|Numeric|4|-10000|15|NA|0|0
022201|correlationCoeffOfOceanWaveFgAndExtractedWaveSpectrum|long|CORRELATION COEFF OF OCEAN WAVE FG AND EXTRACTED WAVE SPECTRUM|Numeric|4|-10000|15|NA|0|0
022202|errorBetweenFirstGuessAndObservedSar|long|ERROR BETWEEN FIRST GUESS AND OBSERVED SAR|Numeric|5|0|21|NA|0|0
022203|errorBetweenSimulatedAndObservedSar|long|ERROR BETWEEN SIMULATED AND OBSERVED SAR|Numeric|5|0|21|NA|0|0
022204|meanPeriodOfWaves|double|MEAN PERIOD OF WAVES|s|2|0|13|NA|0|0
022205|spectralDensity|double|SPECTRAL DENSITY|m2 rad-1 s|4|0|25|NA|0|0
022206|peakPeriodOfWaves|double|PEAK PERIOD OF WAVES|s|2|0|13|NA|0|0
022207|meanWavePeriod|double|MEAN WAVE PERIOD|s|1|0|10|NA|0|0
022208|peakPeriodOf1dSpectra|double|PEAK PERIOD OF 1D SPECTRA|s|1|0|10|NA|0|0
022209|coefficientOfDragWithWaves|long|COEFICIENT OF DRAG WITH WAVES|Numeric|6|0|13|NA|0|0
022210|meanSquareSlopeOfWaves|long|MEAN SQUARE SLOPE OF WAVES|Numeric|4|-10000|14|NA|0|0
022211|coefficientOfDragWithWaves|long|COEFICIENT OF DRAG WITH WAVES|Numeric|6|0|17|NA|0|0
022243|significantWaveHeightStandardDeviation|double|STANDARD DEVIATION SIGNIFICANT WAVE HEIGHT|m|2|0|10|NA|0|0
025193|attenuationCorrectionOnSigma0|double|ATTENUATION CORRECTION ON SIGMA0|dB|3|0|14|NA|0|0
025194|majorFrameCount|long|MAJOR FRAME COUNT|Numeric|0|0|4|NA|0|0
025197|antennaCorrectionsVersionNumber|long|ANTENNA CORRECTIONS VERSION NUMBER|Numeric|0|0|5|NA|0|0
025198|logTempRadCentralWaveNumber|double|LOG (TEMP-RAD CENTRAL WAVE NUMBER)|/m|8|0|30|NA|0|0
025199|bandwidthCorrectionCoefficient1|long|BANDWIDTH CORRECTION COEFFICIENT 1|Numeric|4|-10000|15|NA|0|0
025200|bandwidthCorrectionCoefficient2|long|BANDWIDTH CORRECTION COEFFICIENT 2|Numeric|5|0|17|NA|0|0
025201|albedoRadSolarFilteredIrradiance|long|ALBEDO-RAD SOLAR FILTERED IRRADIANCE|Numeric|4|0|24|NA|0|0
025202|albedoRadEquivalentFilterWidth|long|ALBEDO-RAD EQUIVALENT FILTER WIDTH|Numeric|10|0|14|NA|0|0
025203|scanLineStatusFlagsForAtovs|flag|SCAN LINE STATUS FLAGS FOR ATOVS|FLAG TABLE|0|0|31|NA|0|0
025204|scanLineQualityFlagsForAtovs|flag|SCAN LINE QUALITY FLAGS FOR ATOVS|FLAG TABLE|0|0|31|NA|0|0
025205|channelQualityFlagsForAtovs|flag|CHANNEL QUALITY FLAGS FOR ATOVS|FLAG TABLE|0|0|31|NA|0|0
025206|fovQualityFlagsForAtovs|flag|FOV QUALITY FLAGS FOR ATOVS|FLAG TABLE|0|0|31|NA|0|0
025207|compassAzimuthAngle|double|COMPASS AZIMUTH ANGLE|deg|2|0|16|NA|0|0
026193|nonCoordinateYear|long|YEAR|a|0|0|12|NA|0|0
026194|nonCoordinateMonth|long|MONTH|mon|0|0|4|NA|0|0
026195|nonCoordinateDay|long|DAY|d|0|0|6|NA|0|0
026196|hour|long|HOUR|h|0|0|5|NA|0|0
026197|minute|long|MINUTE|min|0|0|6|NA|0|0
026198|second|long|SECOND|s|0|0|6|NA|0|0
026200|locationWithinAssimilationWindowInTime|long|LOCATION WITHIN ASSIMILATION WINDOW IN TIME|Numeric|6|0|20|NA|0|0
026201|hoursIncluded|flag|HOURS INCLUDED|FLAG TABLE|0|0|26|NA|0|0
027193|solarAzimuth|double|SOLAR AZIMUTH|deg|2|0|16|NA|0|0
030193|positionNumberAlongScan|long|POSITION NUMBER ALONG SCAN|Numeric|0|0|8|NA|0|0
031192|dataPresentIndicator|long|DATA PRESENT INDICATOR|Numeric|0|0|1|NA|0|0
033192|tem1Confidence|long|TEM1 CONFIDENCE|%|0|0|7|NA|0|0
033193|dataQuality3BitCode|table|DATA QUALITY 3 BIT CODE|CODE TABLE|0|0|3|NA|0|0
033194|dataQuality2BitCode|table|DATA QUALITY 2 BIT CODE|CODE TABLE|0|0|2|NA|0|0
033195|ecmwfSarQcIndicator|table|ECMWF SAR QC INDICATOR|CODE TABLE|0|0|5|NA|0|0
033196|ecmwfWamQcIndicator|table|ECMWF WAM QC INDICATOR|CODE TABLE|0|0|2|NA|0|0
033197|ecmwfSarInversionQcIndicator|table|ECMWF SAR INVERSION QC INDICATOR|CODE TABLE|0|0|3|NA|0|0
033198|minimumCost|long|MINIMUM COST|Numeric|4|0|14|NA|0|0
033199|1dVarTotalPrecipitableWaterRetrievedError|double|1D VAR TOTAL PRECIPITABLE WATER RETRIEVED ERROR(S)|kg m-2|2|0|11|NA|0|0
033200|analysisReportEvents|flag|ANALYSIS REPORT EVENTS|FLAG TABLE|0|0|31|NA|0|0
033201|analysisReportStatusEvent|flag|ANALYSIS REPORT STATUS EVENT|FLAG TABLE|0|0|13|NA|0|0
033202|analysisDatumEventFlags1|flag|ANALYSIS DATUM EVENT FLAGS (1)|FLAG TABLE|0|0|31|NA|0|0
033203|analysisDatumEventFlags2|flag|ANALYSIS DATUM EVENT FLAGS (2)|FLAG TABLE|0|0|11|NA|0|0
033204|analysisDatumStatusFlags|flag|ANALYSIS DATUM STATUS FLAGS|FLAG TABLE|0|0|21|NA|0|0
033205|variationalAnalysisBlackListFlag|table|VARIATIONAL ANALYSIS BLACK LIST FLAG|CODE TABLE|0|0|4|NA|0|0
033206|variationalAnalysisQualityControlFlag|table|VARIATIONAL ANALYSIS QUALITY CONTROL FLAG|CODE TABLE|0|0|4|NA|0|0
033207|variationalAnalysisDepartureFlag|table|VARIATIONAL ANALYSIS DEPARTURE FLAG|CODE TABLE|0|0|4|NA|0|0
