x,y,index,circle
0.11856819226415197,0.1633756298146314,198,circle15
0.4251886510734621,0.519681096237693,199,circle11
0.3667971992646741,0.4991757941957171,200,circle15
0.6494596990201125,0.013703551559127686,201,None
0.14985142794078557,0.18868737242615743,202,circle16
0.4324464213044054,0.50708420647367,203,circle11
0.3999145405730149,0.2262902094446351,204,circle9
0.9814782773108591,0.6081923953974353,205,None
0.17531472139057966,0.6650204614097877,206,circle9
0.20594988484505874,0.651854289751931,207,circle15
0.282640303182845,0.57912135824134,208,circle15
0.4463460332038537,0.5651436359512039,211,circle11
0.33082995086960904,0.5900137682098582,212,circle11
0.40195310043635213,0.37704789140268224,213,circle15
0.7903672394098424,0.7960906847084839,214,circle19
0.44156102404594033,0.9773548945331565,216,circle10
0.141077073368584,0.4921236722717229,217,None
0.32720760084920614,0.013596648578411306,218,circle11
0.8307508142277222,0.1465845220304805,219,circle15
0.8326991188567988,0.8385700097430309,220,circle20
0.23129747556369407,0.4559036802449043,221,None
0.5195429572158072,0.6301873459080816,222,circle0
0.4375478406226887,0.5374760529563022,223,circle4
0.4019848926728501,0.4306325546693896,224,circle15
0.9591184554661896,0.6509516350160433,225,circle7
0.7444939681975998,0.9019141701888109,226,None
0.9155218133546402,0.6600276660231663,227,circle14
0.059006267125239396,0.5968413137922078,228,None
0.5782424320333843,0.46533278145978124,229,circle0
0.8868727064902389,0.5842251132943028,230,None
0.37260604793339136,0.5606750718113701,231,None
0.34251501655418964,0.5147204144133883,232,None
0.6449878543776807,0.9586675464644734,233,circle15
0.2088971306615856,0.7883883059309706,234,None
0.25127217162696497,0.2919227895065213,235,circle11
0.3701458813700867,0.44258041402872644,236,circle15
0.6614613436404796,0.46129460605644373,237,circle3
0.4630896276081067,0.5969232266029778,238,circle11
0.373509901476991,0.5443921953342843,239,circle4
0.7276278258342502,0.7002029419897206,240,circle11
0.6723187427838757,0.958939158484296,241,None
0.42157122505307437,0.23230939096320086,242,circle15
0.5952676384477112,0.9511311144775502,243,None
1.0,0.4461318854029825,244,circle20
0.7906107038492644,0.22837376064032103,245,circle0
0.5009525667379007,0.38255109113352587,246,circle15
0.632950353123357,0.7524108891715209,247,circle15
0.4522950914303389,0.4772217541501648,248,circle15
0.3811360565110027,0.21988885114009302,249,circle16
0.29226645783574035,0.6798882538208212,250,circle4
0.1543013560901321,0.33242277061066966,251,circle16
0.40579750088779365,0.5295853787914848,252,circle11
0.9690543017707087,0.4063055454825062,253,circle0
0.43963167786312457,0.12315885085942861,254,circle16
0.635531984913085,0.9698685044256642,255,circle15
0.7755622628128837,0.8960293607026552,256,circle15
0.2962047752803488,0.4466103874485599,257,circle4
0.2736334677761872,0.4506026209157892,258,circle16
0.7465850518958228,0.07330327929090999,259,circle0
0.31335684387284085,0.5505770294883505,260,None
0.4105842221845779,0.5682555983366863,261,circle15
0.8455585783014009,0.8214206226578487,262,circle20
0.9340929714372334,0.699977148869377,263,None
0.6769149748466599,0.021382783909968332,264,circle0
0.4586348948086718,0.5831006724951674,265,circle11
0.4084278098272706,0.12538631300984535,266,circle16
0.9451312438691682,0.5487564045599782,267,circle22
0.4279271558842208,0.6661002098782539,268,circle4
0.10081420069608679,0.5383325749207449,269,circle15
0.5827115480473184,0.31677141158655897,270,circle2
0.3854752453383763,0.519806550137449,271,circle15
0.3196623658662247,0.4181194395235462,272,None
0.3048655954929361,0.021591326993627227,273,None
0.2744936118016464,0.469614863225024,274,circle15
0.27482922960677575,0.036972230545308675,275,None
0.3772597894930514,0.4221807549975476,276,circle15
0.43138104893025175,0.48362907620117596,277,circle15
0.9617290734136381,0.640089105015965,278,circle12
0.8173825814577107,0.8656918010087142,279,circle9
0.3189979771687334,0.4936055519315771,280,circle15
0.1926226193693487,0.343227385569077,281,circle16
0.9999515608389689,0.4898780675755634,282,circle20
0.19606117783657706,0.6114919498884686,283,None
0.19494914516237402,0.32782843746874274,284,None
0.3858914943365378,0.4518427232764108,285,circle15
0.0,0.5435433968418709,286,circle15
0.5832003134366176,0.40733175616441686,288,circle15
0.8358338199417065,0.787362118233959,289,circle6
0.31508176497121776,0.5706168431817834,290,circle15
0.42846527937295353,0.44595564550395306,291,circle15
0.9462527660489385,0.5193982417098519,293,circle20
0.34805761243247085,0.7862622314493772,294,circle17
0.23239797167985993,0.5408306900008868,295,circle4
0.9228026675140926,0.7274704770192529,296,None
0.3991590643804465,0.4667498546046741,297,circle15
0.365824726462827,0.6394760738443851,298,circle11
0.39260477729047333,0.16218783658928998,299,circle16
0.3197620245599974,0.1443660049698326,300,None
0.7341051813547544,0.28640486060851683,301,circle15
0.41533963758495407,0.1789685473145115,302,None
0.3370991660933083,0.42365232353157584,303,circle15
0.4164029540503648,0.46270442847471716,304,circle15
0.5469791242314571,0.956945178666826,305,None
0.31653199750024646,0.018885166168470396,306,None
0.7746472778357737,0.5124677684115587,307,None
0.46276625224180074,0.4496323810433757,308,circle15
0.1199816061501731,0.2759010572801268,309,circle16
0.6516656822960815,0.9385471195418259,310,circle6
0.4556667107200784,0.6424669612607279,311,circle11
0.7290323522121176,0.861602992385222,312,circle19
0.43762693584932755,0.5151392961134973,313,circle11
0.5080371576435736,0.5462036246594856,314,circle15
0.39719999143002255,0.4082637850973515,315,circle15
0.4478840002447953,0.0,316,circle15
0.5043843509768109,0.27737192626871227,317,circle15
0.33862803348140275,0.6138571708201404,318,circle15
0.8907682374905652,0.2933707091943504,319,circle15
0.23602023085239868,0.25767170513819554,320,None
0.9024107464798575,0.7515983379930795,321,circle6
0.3724150172449574,0.4522667016552154,322,circle15
0.3341766280005634,0.475670351220716,323,circle15
0.41407221075271383,0.4135652395062185,324,circle11
0.4287171706383279,0.5524848623842145,325,circle15
0.753834705667072,0.8824406695666225,326,circle19
0.9008247091882886,0.2040829337390073,327,circle2
0.3392333536974882,0.010921098268613944,328,circle15
0.3020039703056031,0.40415499613553507,329,None
0.43874925299659345,0.15822650928279472,330,circle16
0.46432917053427664,0.49796328009858837,331,circle11
0.399233689959251,0.4830619851282844,332,circle11
0.7662454767676474,0.9001754936096443,333,circle19
0.4471226996447133,0.5263644041051199,334,circle0
0.2822019348905716,0.21074313395297511,336,circle9
0.6205933542176764,0.9603473359004893,337,circle6
0.5414859114543875,0.5883780849150385,338,circle15
0.4751141030968781,0.3829297961805436,339,circle15
0.5447947204936374,0.2844053432324352,340,circle15
0.28497826632515183,0.5407217187927555,341,circle15
0.3875581375242716,0.5752270717616292,342,circle15
0.7812126880670277,0.847588229270035,343,circle19
0.28483124832763557,0.6193295204021921,344,circle4
0.29971647161538173,0.4324462242068765,345,circle15
0.34536845095739555,0.1958714345530404,346,None
0.60828434610196,0.32640789881836585,347,circle15
